game,scene_id,scene,seq,speaker,speaker_canon,type,register,register_source,p_narration,n_words,text_sha1
Soul Reaver,12,Dumah,199,Raziel,Raziel,speech,dialogue,model,0.1429,6,264975d882d5
Soul Reaver,12,Dumah,200,Dumah,Dumah,speech,dialogue,model,0.0028,6,48c6e2aa4b63
Soul Reaver,12,Dumah,201,Raziel,Raziel,speech,dialogue,model,0.0344,20,7150dbfe00bd
Soul Reaver,12,Dumah,202,,,action,,,,6,130f10209e31
Soul Reaver,12,Dumah,203,Dumah,Dumah,speech,dialogue,model,0.0011,1,74c8e1038548
Soul Reaver,12,Dumah,204,,,action,,,,5,92640cd1cedb
Soul Reaver,12,Dumah,205,Elder God,Elder God,speech,dialogue,model,0.1791,40,66a8b5c674c7
Soul Reaver,13,THE ORACLE'S CAVE,206,,,action,,,,14,aecc9db9ad23
Soul Reaver,13,THE ORACLE'S CAVE,207,Raziel,Raziel,speech,narration,model,0.9889,108,757f9efc6d60
Soul Reaver,13,THE ORACLE'S CAVE,208,,,action,,,,13,a507bb2baee3
Soul Reaver,13,THE ORACLE'S CAVE,209,Raziel,Raziel,speech,narration,model,0.9256,38,ce51e76c34c7
Soul Reaver,13,THE ORACLE'S CAVE,210,,,action,,,,14,a49ec2d20efe
Soul Reaver,13,THE ORACLE'S CAVE,211,,,action,,,,12,6ba06fa60957
Soul Reaver,13,THE ORACLE'S CAVE,212,Raziel,Raziel,speech,dialogue,model,0.2718,10,c92920afd340
Soul Reaver,13,THE ORACLE'S CAVE,213,Elder God,Elder God,speech,dialogue,constraint,,14,e15b9054b5ea
Soul Reaver,13,THE ORACLE'S CAVE,214,,,action,,,,15,949e5464176d
Soul Reaver,13,THE ORACLE'S CAVE,215,Raziel,Raziel,speech,dialogue,model,0.2371,9,f33369c8b3ca
Soul Reaver,13,THE ORACLE'S CAVE,216,,,action,,,,11,b8113b1f4bfc
Soul Reaver,13,THE ORACLE'S CAVE,217,Raziel,Raziel,speech,dialogue,model,0.2220,8,8c726a984a05
Soul Reaver,13,THE ORACLE'S CAVE,218,,,action,,,,14,0145081e6e4c
Soul Reaver,13,THE ORACLE'S CAVE,219,Raziel,Raziel,speech,narration,manual,,19,775bace377ee
Soul Reaver,13,THE ORACLE'S CAVE,220,,,action,,,,14,7388e566b91b
Soul Reaver,13,THE ORACLE'S CAVE,221,Raziel,Raziel,speech,narration,manual,,18,02a471d19ca5
Soul Reaver,13,THE ORACLE'S CAVE,222,,,action,,,,13,643893e34712
Soul Reaver,13,THE ORACLE'S CAVE,223,Raziel,Raziel,speech,narration,manual,,14,97a1fcd0a13b
Soul Reaver,14,KAIN,224,,,action,,,,15,cadcfc781740
Soul Reaver,14,KAIN,225,Kain,Kain,speech,dialogue,model,0.0813,27,5df0a01b7332
Soul Reaver,14,KAIN,226,Raziel,Raziel,speech,dialogue,model,0.0178,11,b144fcabc668
Soul Reaver,14,KAIN,227,Kain,Kain,speech,dialogue,model,0.0291,15,7650b2eb5fdc
Soul Reaver,14,KAIN,228,Raziel,Raziel,speech,dialogue,model,0.0056,8,416d433b0df4
Soul Reaver,14,KAIN,229,,,action,,,,11,3ab5b94cb310
Soul Reaver,14,KAIN,230,Kain,Kain,speech,dialogue,constraint,,120,31435aa4ff23
Soul Reaver,14,KAIN,231,Raziel,Raziel,speech,dialogue,model,0.0376,18,204fd77de313
Soul Reaver,14,KAIN,232,Kain,Kain,speech,dialogue,model,0.2585,56,36fbfa1ced25
Soul Reaver,14,KAIN,233,Raziel,Raziel,speech,dialogue,model,0.0533,24,797b85d99cdf
Soul Reaver,14,KAIN,234,Kain,Kain,speech,dialogue,model,0.2447,57,320b429f1337
Soul Reaver,14,KAIN,235,Raziel,Raziel,speech,dialogue,model,0.1483,38,0eaed762b651
Soul Reaver,14,KAIN,236,Kain,Kain,speech,dialogue,model,0.1018,29,c36471ff9d65
Soul Reaver,14,KAIN,237,Raziel,Raziel,speech,dialogue,model,0.0312,19,e2940fed1101
Soul Reaver,14,KAIN,238,Kain,Kain,speech,dialogue,model,0.0140,14,13b71b4a0a33
Soul Reaver,14,KAIN,239,,,action,,,,14,a48b9b859833
Soul Reaver,14,KAIN,240,Kain,Kain,speech,dialogue,model,0.0601,23,dba3d259442c
Soul Reaver,14,KAIN,241,,,action,,,,14,e21a68f863d9
Soul Reaver,14,KAIN,242,Elder God,Elder God,speech,dialogue,model,0.0193,13,bd52f3d63e13
Soul Reaver,14,KAIN,243,,,action,,,,13,3d41f64b046f
Soul Reaver,14,KAIN,244,Moebius,Moebius,speech,dialogue,model,0.0282,14,aaf6f3318676
Soul Reaver,14,KAIN,245,,,action,,,,3,402415b5d252
Soul Reaver 2,1,Prologue,1,,,action,,,,11,a2b3ab28b059
Soul Reaver 2,1,Prologue,2,Kain,Kain,speech,dialogue,model,0.0890,28,c2f095134f38
Soul Reaver 2,1,Prologue,3,,,action,,,,11,f7cee710e9ce
Soul Reaver 2,1,Prologue,4,Raziel,Raziel,speech,dialogue,none,,11,a3622ee7f180
Soul Reaver 2,1,Prologue,5,,,action,,,,13,6536b43e30e0
Soul Reaver 2,1,Prologue,6,Kain,Kain,speech,dialogue,constraint,0.7365,22,690a47f74871
Soul Reaver 2,1,Prologue,7,,,action,,,,9,890440ed482c
Soul Reaver 2,1,Prologue,8,Kain,Kain,speech,dialogue,constraint,,73,ff05fbd83e9a
Soul Reaver 2,1,Prologue,9,,,action,,,,11,b7377e8d401f
Soul Reaver 2,1,Prologue,10,Kain,Kain,speech,dialogue,constraint,0.7414,26,455f16c2cda6
Soul Reaver 2,1,Prologue,11,,,action,,,,11,521044f8b412
Soul Reaver 2,1,Prologue,12,Raziel,Raziel,speech,dialogue,none,,19,b885b48804f3
Soul Reaver 2,1,Prologue,13,,,action,,,,12,3517735c8d5d
Soul Reaver 2,1,Prologue,14,Kain,Kain,speech,dialogue,constraint,,17,1eb6284abff4
Soul Reaver 2,1,Prologue,15,,,action,,,,13,bb88e3229044
Soul Reaver 2,1,Prologue,16,Kain,Kain,speech,dialogue,constraint,,16,54f4b10e8bc3
Soul Reaver 2,1,Prologue,17,,,action,,,,10,7b327d95f73b
Soul Reaver 2,1,Prologue,18,Raziel,Raziel,speech,dialogue,none,,32,b63db1422d4e
Soul Reaver 2,1,Prologue,19,,,action,,,,13,c7722689dfc4
Soul Reaver 2,1,Prologue,20,Kain,Kain,speech,dialogue,model,0.0446,19,364d418e9338
Soul Reaver 2,1,Prologue,21,,,action,,,,13,5cf50026318e
Soul Reaver 2,1,Prologue,22,Kain,Kain,speech,dialogue,constraint,,10,22f943ca9407
Soul Reaver 2,1,Prologue,23,,,action,,,,12,d387dfc2b106
Soul Reaver 2,1,Prologue,24,,,action,,,,14,8560b724b3ac
Soul Reaver 2,1,Prologue,25,Kain,Kain,speech,dialogue,constraint,0.6869,20,6fcde9fe748c
Soul Reaver 2,1,Prologue,26,,,action,,,,12,8ffdd8565eb5
Soul Reaver 2,1,Prologue,27,Moebius,Moebius,speech,dialogue,model,0.0248,13,56a972498cf2
Soul Reaver 2,2,Arrival,28,,,action,,,,12,0777b838d7e1
Soul Reaver 2,2,Arrival,29,Moebius,Moebius,speech,dialogue,model,0.0173,15,2bd6938930b1
Soul Reaver 2,2,Arrival,30,,,action,,,,13,837c84f1f233
Soul Reaver 2,2,Arrival,31,Raziel,Raziel,speech,dialogue,none,,14,cc91f37013ce
Soul Reaver 2,2,Arrival,32,,,action,,,,13,a6e0da4c1a2b
Soul Reaver 2,2,Arrival,33,Moebius,Moebius,speech,dialogue,model,0.1515,40,513c1ba0d4a8
Soul Reaver 2,2,Arrival,34,Raziel,Raziel,speech,dialogue,none,,23,97ab5d41b1f5
Soul Reaver 2,2,Arrival,35,,,action,,,,13,296287e0cc4b
Soul Reaver 2,2,Arrival,36,,,action,,,,9,2b940e39cb77
Soul Reaver 2,2,Arrival,37,Raziel,Raziel,speech,dialogue,none,,7,cd455b4b3e3e
Soul Reaver 2,2,Arrival,38,,,action,,,,7,f1441e728341
Soul Reaver 2,2,Arrival,39,Moebius,Moebius,speech,dialogue,model,0.0923,30,2c5d36ae1f91
Soul Reaver 2,2,Arrival,40,,,action,,,,6,3d5f37c60da8
Soul Reaver 2,2,Arrival,41,Raziel,Raziel,speech,dialogue,none,,14,f417bf24267f
Soul Reaver 2,2,Arrival,42,,,action,,,,12,483207a2a996
Soul Reaver 2,2,Arrival,43,Raziel,Raziel,speech,dialogue,none,,12,71dbb6d5b974
Soul Reaver 2,2,Arrival,44,Moebius,Moebius,speech,dialogue,model,0.1692,38,b990b9425cde
Soul Reaver 2,2,Arrival,45,Moebius,Moebius,speech,dialogue,model,0.0159,11,fd203842abc5
Soul Reaver 2,2,Arrival,46,,,action,,,,13,492ae0b33a1d
Soul Reaver 2,2,Arrival,47,Raziel,Raziel,speech,dialogue,none,,9,1fa8ff8a8e1a
Soul Reaver 2,2,Arrival,48,Moebius,Moebius,speech,dialogue,constraint,0.9156,44,101a1bce7383
Soul Reaver 2,2,Arrival,49,,,action,,,,6,0421b521cfe6
Soul Reaver 2,2,Arrival,50,Raziel,Raziel,speech,dialogue,none,,5,49c2bfcae986
Soul Reaver 2,2,Arrival,51,Moebius,Moebius,speech,dialogue,constraint,0.8824,31,4fe833ab2f93
Soul Reaver 2,2,Arrival,52,Moebius,Moebius,speech,dialogue,constraint,0.6734,13,8ea3088775ae
Soul Reaver 2,2,Arrival,53,Moebius,Moebius,speech,dialogue,model,0.2643,57,5e6f173f5e60
Soul Reaver 2,2,Arrival,54,Raziel,Raziel,speech,dialogue,none,,27,bf9048311a07
Soul Reaver 2,2,Arrival,55,Moebius,Moebius,speech,dialogue,model,0.0062,8,1566d5dae9a4
Soul Reaver 2,2,Arrival,56,,,action,,,,13,25ac523f47ff
Soul Reaver 2,2,Arrival,57,Moebius,Moebius,speech,dialogue,model,0.0618,24,15263225a70e
Soul Reaver 2,2,Arrival,58,,,action,,,,14,4326dc7faeef
Soul Reaver 2,2,Arrival,59,Moebius,Moebius,speech,dialogue,model,0.0537,21,4e52bb428692
Soul Reaver 2,2,Arrival,60,Moebius,Moebius,speech,dialogue,constraint,,75,5be495bacd11
Soul Reaver 2,2,Arrival,61,,,action,,,,10,f2990e41c608
Soul Reaver 2,2,Arrival,62,Moebius,Moebius,speech,dialogue,constraint,,93,7bdd0d63e6fc
Soul Reaver 2,2,Arrival,63,,,action,,,,8,457309acf2d8
Soul Reaver 2,3,The Sarafan Stronghold,64,,,action,,,,11,985511cf8035
Soul Reaver 2,3,The Sarafan Stronghold,65,Raziel,Raziel,speech,narration,explicit_vo,,34,870fc6b36b3c
Soul Reaver 2,3,The Sarafan Stronghold,66,,,action,,,,9,132add4bd59c
Soul Reaver 2,3,The Sarafan Stronghold,67,Raziel,Raziel,speech,narration,explicit_vo,,35,cb2297b0b924
Soul Reaver 2,3,The Sarafan Stronghold,68,,,action,,,,10,b6cfe77d64b6
Soul Reaver 2,3,The Sarafan Stronghold,69,Raziel,Raziel,speech,narration,explicit_vo,,78,2cbad7813c51
Soul Reaver 2,4,The Reaver Convergence,70,,,action,,,,14,0c5fdde472a4
Soul Reaver 2,4,The Reaver Convergence,71,Raziel,Raziel,speech,narration,explicit_vo,,55,606ae424bd2f
Soul Reaver 2,4,The Reaver Convergence,72,,,action,,,,11,00297ef8baeb
Soul Reaver 2,4,The Reaver Convergence,73,Raziel,Raziel,speech,narration,explicit_vo,,58,15e772253b60
Soul Reaver 2,4,The Reaver Convergence,74,,,action,,,,12,b7e62f879443
Soul Reaver 2,4,The Reaver Convergence,75,Raziel,Raziel,speech,narration,explicit_vo,,55,42eed48d6276
Soul Reaver 2,4,The Reaver Convergence,76,,,action,,,,7,97b682323bc5
Soul Reaver 2,4,The Reaver Convergence,77,Raziel,Raziel,speech,narration,explicit_vo,,19,d01ea614bd61
Soul Reaver 2,4,The Reaver Convergence,78,,,action,,,,11,b942361321fd
Soul Reaver 2,4,The Reaver Convergence,79,Raziel,Raziel,speech,narration,explicit_vo,,31,8e469e3bbae8
Soul Reaver 2,4,The Reaver Convergence,80,,,action,,,,13,d7a0b156b2fb
Soul Reaver 2,4,The Reaver Convergence,81,Raziel,Raziel,speech,narration,explicit_vo,,62,45fd84416fd3
Soul Reaver 2,4,The Reaver Convergence,82,,,action,,,,11,eb0d34e99d55
Soul Reaver 2,4,The Reaver Convergence,83,Raziel,Raziel,speech,narration,explicit_vo,,57,c44d53b3e593
Soul Reaver 2,4,The Reaver Convergence,84,,,action,,,,12,1f7dc5a5c22c
Soul Reaver 2,4,The Reaver Convergence,85,Raziel,Raziel,speech,dialogue,none,,11,8589bdfddb31
Soul Reaver 2,4,The Reaver Convergence,86,,,action,,,,6,581b71d52874
Soul Reaver 2,4,The Reaver Convergence,87,Raziel,Raziel,speech,dialogue,none,,40,3718886772f7
Soul Reaver 2,4,The Reaver Convergence,88,Moebius,Moebius,speech,dialogue,model,0.0709,25,86bd8b13fb51
Soul Reaver 2,4,The Reaver Convergence,89,Raziel,Raziel,speech,dialogue,none,,22,db547d5b95fb
Soul Reaver 2,4,The Reaver Convergence,90,,,action,,,,11,cf064af960fb
Soul Reaver 2,4,The Reaver Convergence,91,Moebius,Moebius,speech,dialogue,model,0.2417,7,17df9b45dfd7
Soul Reaver 2,4,The Reaver Convergence,92,,,action,,,,6,20e819b2d07f
Soul Reaver 2,4,The Reaver Convergence,93,Raziel,Raziel,speech,dialogue,none,,4,f7d677550132
Soul Reaver 2,4,The Reaver Convergence,94,Moebius,Moebius,speech,dialogue,constraint,0.7766,24,d31b22cac43f
Soul Reaver 2,4,The Reaver Convergence,95,,,action,,,,13,96ccda626070
Soul Reaver 2,4,The Reaver Convergence,96,Moebius,Moebius,speech,dialogue,model,0.0429,20,2c527338b50e
Soul Reaver 2,4,The Reaver Convergence,97,,,action,,,,11,e8a34aae4bb5
Soul Reaver 2,4,The Reaver Convergence,98,Raziel,Raziel,speech,dialogue,none,,24,8489cc431c92
Soul Reaver 2,4,The Reaver Convergence,99,Moebius,Moebius,speech,dialogue,model,0.3053,53,1f9c800c1a54
Soul Reaver 2,4,The Reaver Convergence,100,Raziel,Raziel,speech,dialogue,none,,6,8a73eb3041a4
Soul Reaver 2,4,The Reaver Convergence,101,,,action,,,,13,5676c769ed1d
Soul Reaver 2,4,The Reaver Convergence,102,Moebius,Moebius,speech,dialogue,model,0.0734,26,ab625b6bc63a
Soul Reaver 2,4,The Reaver Convergence,103,,,action,,,,11,6d2c318309cf
Soul Reaver 2,4,The Reaver Convergence,104,Raziel,Raziel,speech,narration,explicit_vo,,47,9546a52a2bde
Soul Reaver 2,5,The Heart of Darkness,105,,,action,,,,11,ae80705d1db0
Soul Reaver 2,5,The Heart of Darkness,106,Raziel,Raziel,speech,narration,explicit_vo,,136,5089a06635a9
Soul Reaver 2,6,Departure from the Stronghold,107,,,action,,,,12,1ba6d64bbe3d
Soul Reaver 2,6,Departure from the Stronghold,108,Raziel,Raziel,speech,dialogue,none,,42,f6d52211fde5
Soul Reaver 2,6,Departure from the Stronghold,109,,,action,,,,10,19957f3edc5f
Soul Reaver 2,6,Departure from the Stronghold,110,Raziel,Raziel,speech,dialogue,none,,72,3757300c6019
Soul Reaver 2,6,Departure from the Stronghold,111,,,action,,,,13,149277bc0923
Soul Reaver 2,6,Departure from the Stronghold,112,Raziel,Raziel,speech,narration,explicit_vo,,103,cc728911cdc3
Soul Reaver 2,7,Road to the Pillars,113,,,action,,,,6,37b469a4733b
Soul Reaver 2,7,Road to the Pillars,114,Raziel,Raziel,speech,narration,explicit_vo,,58,2481b8d22520
Soul Reaver 2,7,Road to the Pillars,115,,,action,,,,8,2703947c7514
Soul Reaver 2,7,Road to the Pillars,116,Raziel,Raziel,speech,narration,explicit_vo,,19,ae9e71166eb1
Soul Reaver 2,7,Road to the Pillars,117,,,action,,,,6,4b86a8be1847
Soul Reaver 2,7,Road to the Pillars,118,Raziel,Raziel,speech,narration,explicit_vo,,44,3df6a59fe240
Soul Reaver 2,7,Road to the Pillars,119,,,action,,,,16,4a06235e06f4
Soul Reaver 2,7,Road to the Pillars,120,Raziel,Raziel,speech,narration,explicit_vo,,82,74c082a1d352
Soul Reaver 2,7,Road to the Pillars,121,,,action,,,,11,0f531fe0af07
Soul Reaver 2,7,Road to the Pillars,122,Raziel,Raziel,speech,narration,explicit_vo,,76,c152cf98a7ce
Soul Reaver 2,8,The Corruption of the Pillars,123,,,action,,,,12,b5b1a6f8f6f6
Soul Reaver 2,8,The Corruption of the Pillars,124,Raziel,Raziel,speech,narration,explicit_vo,,29,a9b8a308c792
Soul Reaver 2,8,The Corruption of the Pillars,125,,,action,,,,3,f6acaa0968a4
Soul Reaver 2,8,The Corruption of the Pillars,126,Raziel,Raziel,speech,narration,explicit_vo,,19,34ac2f0428a0
Soul Reaver 2,8,The Corruption of the Pillars,127,,,action,,,,13,c14c052b0697
Soul Reaver 2,8,The Corruption of the Pillars,128,Kain,Kain,speech,dialogue,model,0.0028,6,7e3172a7e907
Soul Reaver 2,8,The Corruption of the Pillars,129,Raziel,Raziel,speech,dialogue,none,,15,ccfae1d7756b
Soul Reaver 2,8,The Corruption of the Pillars,130,,,action,,,,13,383795c130d9
Soul Reaver 2,8,The Corruption of the Pillars,131,Kain,Kain,speech,dialogue,model,0.2194,46,d8585c5a05f7
Soul Reaver 2,8,The Corruption of the Pillars,132,,,action,,,,9,7f2c2b6c52f2
Soul Reaver 2,8,The Corruption of the Pillars,133,Raziel,Raziel,speech,dialogue,none,,29,8244a74626ab
Soul Reaver 2,8,The Corruption of the Pillars,134,Kain,Kain,speech,dialogue,constraint,,12,0cd1d8cc3bd6
Soul Reaver 2,8,The Corruption of the Pillars,135,Raziel,Raziel,speech,dialogue,none,,17,d97a6091d8a9
Soul Reaver 2,8,The Corruption of the Pillars,136,,,action,,,,11,8e1ee12e9d4f
Soul Reaver 2,8,The Corruption of the Pillars,137,Kain,Kain,speech,dialogue,model,0.2726,60,405cfa823a7d
Soul Reaver 2,8,The Corruption of the Pillars,138,,,action,,,,13,915d4d3a3065
Soul Reaver 2,8,The Corruption of the Pillars,139,Kain,Kain,speech,dialogue,constraint,,10,16aa2d344163
Soul Reaver 2,8,The Corruption of the Pillars,140,Raziel,Raziel,speech,dialogue,none,,7,2c6ede72a2d7
Soul Reaver 2,8,The Corruption of the Pillars,141,Kain,Kain,speech,dialogue,model,0.0082,10,4fdb66c60d52
Soul Reaver 2,8,The Corruption of the Pillars,142,,,action,,,,11,3da381d5648f
Soul Reaver 2,8,The Corruption of the Pillars,143,Kain,Kain,speech,dialogue,constraint,,77,2f4ba1165006
Soul Reaver 2,8,The Corruption of the Pillars,144,,,action,,,,12,19033fb480f9
Soul Reaver 2,8,The Corruption of the Pillars,145,Kain,Kain,speech,dialogue,model,0.1479,5,512b57083634
Soul Reaver 2,8,The Corruption of the Pillars,146,,,action,,,,13,0321a432e081
Soul Reaver 2,8,The Corruption of the Pillars,147,Kain,Kain,speech,dialogue,constraint,,18,4e46ca0f319e
Soul Reaver 2,8,The Corruption of the Pillars,148,,,action,,,,12,56132748403d
Soul Reaver 2,8,The Corruption of the Pillars,149,Raziel,Raziel,speech,dialogue,none,,2,faa2ddc5b5c9
Soul Reaver 2,8,The Corruption of the Pillars,150,,,action,,,,10,6641f2fd144e
Soul Reaver 2,8,The Corruption of the Pillars,151,Kain,Kain,speech,dialogue,constraint,0.9806,82,bea0fd709d0f
Soul Reaver 2,8,The Corruption of the Pillars,152,Raziel,Raziel,speech,dialogue,none,,60,49c43031e3be
Soul Reaver 2,8,The Corruption of the Pillars,153,Kain,Kain,speech,dialogue,model,0.0797,27,f91bf67a2fc5
Soul Reaver 2,8,The Corruption of the Pillars,154,,,action,,,,9,7ad03524f5c1
Soul Reaver 2,8,The Corruption of the Pillars,155,Kain,Kain,speech,dialogue,constraint,0.6774,21,4ba5f205c25d
Soul Reaver 2,8,The Corruption of the Pillars,156,,,action,,,,7,25568fdc35af
Soul Reaver 2,8,The Corruption of the Pillars,157,Kain,Kain,speech,dialogue,constraint,0.9763,78,d2c05782b16c
Soul Reaver 2,8,The Corruption of the Pillars,158,Raziel,Raziel,speech,dialogue,none,,12,5f025560b77e
Soul Reaver 2,8,The Corruption of the Pillars,159,Kain,Kain,speech,dialogue,constraint,,11,d5b9d267bf59
Soul Reaver 2,8,The Corruption of the Pillars,160,Raziel,Raziel,speech,dialogue,none,,24,bce42177951c
Soul Reaver 2,8,The Corruption of the Pillars,161,Kain,Kain,speech,dialogue,model,0.2417,7,0cd436a38955
Soul Reaver 2,8,The Corruption of the Pillars,162,,,action,,,,7,cfc36ce988e8
Soul Reaver 2,8,The Corruption of the Pillars,163,Kain,Kain,speech,dialogue,model,0.0862,4,563ae17610e0
Soul Reaver 2,8,The Corruption of the Pillars,164,Raziel,Raziel,speech,dialogue,none,,14,da9eb77d2a40
Soul Reaver 2,8,The Corruption of the Pillars,165,Kain,Kain,speech,dialogue,model,0.0381,18,a2f1c61dec09
Soul Reaver 2,8,The Corruption of the Pillars,166,,,action,,,,9,216aad80483c
Soul Reaver 2,9,Beyond the Pillars,167,,,action,,,,9,d16d328a74ea
Soul Reaver 2,9,Beyond the Pillars,168,Raziel,Raziel,speech,narration,explicit_vo,,76,1eb1fa2fd762
Soul Reaver 2,9,Beyond the Pillars,169,,,action,,,,13,1934460a309f
Soul Reaver 2,9,Beyond the Pillars,170,Raziel,Raziel,speech,narration,explicit_vo,,26,a2f7ab1f3d14
Soul Reaver 2,9,Beyond the Pillars,171,,,action,,,,6,b29c77924fc9
Soul Reaver 2,9,Beyond the Pillars,172,Raziel,Raziel,speech,narration,explicit_vo,,46,060bca742e11
Soul Reaver 2,9,Beyond the Pillars,173,,,action,,,,9,c3aadb88ed2f
Soul Reaver 2,9,Beyond the Pillars,174,Raziel,Raziel,speech,narration,explicit_vo,,21,461f113afa7a
Soul Reaver 2,10,The Elder God,175,,,action,,,,9,4c3266a820d3
Soul Reaver 2,10,The Elder God,176,,,action,,,,16,85976b06d7bf
Soul Reaver 2,10,The Elder God,177,Elder God,Elder God,speech,dialogue,model,0.0386,2,80778d5dca70
Soul Reaver 2,10,The Elder God,178,,,action,,,,12,5ee5b7b901db
Soul Reaver 2,10,The Elder God,179,Elder God,Elder God,speech,dialogue,model,0.1175,4,7a4a469dfee5
Soul Reaver 2,10,The Elder God,180,Raziel,Raziel,speech,dialogue,none,,33,c6ad393115a5
Soul Reaver 2,10,The Elder God,181,Elder God,Elder God,speech,dialogue,constraint,0.8198,31,6021beace058
Soul Reaver 2,10,The Elder God,182,Raziel,Raziel,speech,dialogue,none,,32,c47918e7a8dc
Soul Reaver 2,10,The Elder God,183,Elder God,Elder God,speech,dialogue,model,0.0449,23,b7ce88862fed
Soul Reaver 2,10,The Elder God,184,Raziel,Raziel,speech,dialogue,none,,29,f2c6582f6bed
Soul Reaver 2,10,The Elder God,185,Elder God,Elder God,speech,dialogue,model,0.0772,24,9ccaf3dd3b50
Soul Reaver 2,10,The Elder God,186,,,action,,,,4,184724e574ce
Soul Reaver 2,10,The Elder God,187,Raziel,Raziel,speech,dialogue,none,,14,e12ff0d093e1
Soul Reaver 2,10,The Elder God,188,Raziel,Raziel,speech,dialogue,none,,18,2189a65862b6
Soul Reaver 2,10,The Elder God,189,Elder God,Elder God,speech,dialogue,model,0.1632,45,42b7266fef80
Soul Reaver 2,10,The Elder God,190,Raziel,Raziel,speech,dialogue,none,,25,fa5d42fc20c8
Soul Reaver 2,10,The Elder God,191,Elder God,Elder God,speech,dialogue,constraint,,107,887ff671cc8b
Soul Reaver 2,10,The Elder God,192,Raziel,Raziel,speech,dialogue,none,,27,ec3c80943bf9
Soul Reaver 2,10,The Elder God,193,Elder God,Elder God,speech,dialogue,model,0.2573,47,753f9d689358
Soul Reaver 2,10,The Elder God,194,,,action,,,,10,f939bb5d8e9b
Soul Reaver 2,11,Termagant Swamp,195,Raziel,Raziel,speech,narration,explicit_vo,,17,642bda372b87
Soul Reaver 2,11,Termagant Swamp,196,,,action,,,,8,16c0a931f8d0
Soul Reaver 2,11,Termagant Swamp,197,Raziel,Raziel,speech,narration,explicit_vo,,41,6528ccce92b1
Soul Reaver 2,11,Termagant Swamp,198,,,action,,,,15,59173de633b5
Soul Reaver 2,11,Termagant Swamp,199,Raziel,Raziel,speech,narration,explicit_vo,,81,e723202bcce7
Soul Reaver 2,11,Termagant Swamp,200,,,action,,,,10,93faee031c7e
Soul Reaver 2,11,Termagant Swamp,201,Raziel,Raziel,speech,narration,explicit_vo,,35,1e69afbb8bb7
Soul Reaver 2,11,Termagant Swamp,202,,,action,,,,11,9212390adcfd
Soul Reaver 2,11,Termagant Swamp,203,Raziel,Raziel,speech,narration,explicit_vo,,43,40788a4ddce2
Soul Reaver 2,12,The Dark Forge,204,,,action,,,,14,b0a1ce0ca909
Soul Reaver 2,12,The Dark Forge,205,Raziel,Raziel,speech,narration,explicit_vo,,64,032e61aaea34
Soul Reaver 2,12,The Dark Forge,206,,,action,,,,11,ea72e8989a88
Soul Reaver 2,12,The Dark Forge,207,Raziel,Raziel,speech,narration,explicit_vo,,42,24f73e9f8f76
Soul Reaver 2,12,The Dark Forge,208,,,action,,,,13,220efc87d79e
Soul Reaver 2,12,The Dark Forge,209,Raziel,Raziel,speech,narration,explicit_vo,,50,5fd8c35dc2d3
Soul Reaver 2,12,The Dark Forge,210,,,action,,,,12,eedd1274898c
Soul Reaver 2,12,The Dark Forge,211,Raziel,Raziel,speech,narration,explicit_vo,,66,ab96345a452e
Soul Reaver 2,12,The Dark Forge,212,,,action,,,,15,69e03c900d56
Soul Reaver 2,12,The Dark Forge,213,Raziel,Raziel,speech,narration,explicit_vo,,48,16986f465e7a
Soul Reaver 2,12,The Dark Forge,214,,,action,,,,9,0dd3c66b7139
Soul Reaver 2,13,The Vampire Vorador,215,,,action,,,,15,3e1181af473a
Soul Reaver 2,13,The Vampire Vorador,216,Vorador,Vorador,speech,dialogue,model,0.0091,7,955b67ce7edc
Soul Reaver 2,13,The Vampire Vorador,217,Raziel,Raziel,speech,dialogue,none,,1,dbacb2e934c1
Soul Reaver 2,13,The Vampire Vorador,218,Vorador,Vorador,speech,dialogue,model,0.1331,6,77b5928ec16b
Soul Reaver 2,13,The Vampire Vorador,219,,,action,,,,13,504c0a9c91c2
Soul Reaver 2,13,The Vampire Vorador,220,Vorador,Vorador,speech,dialogue,model,0.1517,38,74a0a154e041
Soul Reaver 2,13,The Vampire Vorador,221,Vorador,Vorador,speech,dialogue,constraint,,79,b4abd88733e4
Soul Reaver 2,13,The Vampire Vorador,222,Raziel,Raziel,speech,dialogue,none,,1,6408fac84dc5
Soul Reaver 2,13,The Vampire Vorador,223,,,action,,,,6,577a1c586dd0
Soul Reaver 2,13,The Vampire Vorador,224,Vorador,Vorador,speech,dialogue,model,0.0037,8,1e6aa0c08134
Soul Reaver 2,13,The Vampire Vorador,225,Raziel,Raziel,speech,dialogue,none,,12,322bd65a4e7c
Soul Reaver 2,13,The Vampire Vorador,226,,,action,,,,8,47078cfba770
Soul Reaver 2,13,The Vampire Vorador,227,Vorador,Vorador,speech,dialogue,constraint,,15,a189dbf65ddf
Soul Reaver 2,13,The Vampire Vorador,228,Raziel,Raziel,speech,dialogue,none,,9,ae2e9ad593b7
Soul Reaver 2,13,The Vampire Vorador,229,Vorador,Vorador,speech,dialogue,constraint,0.9392,47,fa55229e6acd
Soul Reaver 2,13,The Vampire Vorador,230,,,action,,,,4,55a81b7796ea
Soul Reaver 2,13,The Vampire Vorador,231,Vorador,Vorador,speech,dialogue,constraint,,13,f82a20641b22
Soul Reaver 2,13,The Vampire Vorador,232,,,action,,,,7,47fbcb60cae8
