game,scene_id,scene,seq,speaker,speaker_canon,type,register,register_source,p_narration,n_words,text_sha1
Blood Omen,1,Opening,1,,,action,,,,10,afa22f41dd71
Blood Omen,1,Opening,2,,,action,,,,13,7380d973319b
Blood Omen,1,Opening,3,Member of the Circle of Nine #1,Member of the Circle of Nine #1,speech,dialogue,model,0.0086,1,37a99a5555d5
Blood Omen,1,Opening,4,,,action,,,,12,637872251d46
Blood Omen,1,Opening,5,Member of the Circle of Nine #1,Member of the Circle of Nine #1,speech,dialogue,model,0.0086,1,37a99a5555d5
Blood Omen,1,Opening,6,,,action,,,,13,6744623033f8
Blood Omen,1,Opening,7,Member of the Circle of Nine #1,Member of the Circle of Nine #1,speech,dialogue,model,0.0086,1,24f763596c2c
Blood Omen,1,Opening,8,,,action,,,,12,e251345758d8
Blood Omen,1,Opening,9,Member of the Circle of Nine #3,Member of the Circle of Nine #3,speech,dialogue,model,0.0086,1,37a99a5555d5
Blood Omen,1,Opening,10,,,action,,,,12,b6c4487a8457
Blood Omen,1,Opening,11,Vorador,Vorador,speech,dialogue,model,0.0078,10,065fcd8434fe
Blood Omen,1,Opening,12,,,action,,,,14,b6e6801df4f4
Blood Omen,1,Opening,13,Mortanius,Mortanius,speech,dialogue,model,0.0171,12,9e8740c7a2d0
Blood Omen,1,Opening,14,,,action,,,,12,b7fc65127a82
Blood Omen,1,Opening,15,Mortanius,Mortanius,speech,dialogue,model,0.0447,22,bced8c8cadcb
Blood Omen,1,Opening,16,,,action,,,,11,d6fdc999df80
Blood Omen,2,The Pillars of Nosgoth,17,,,action,,,,14,4520609ec7ed
Blood Omen,2,The Pillars of Nosgoth,18,Barkeep,Barkeep,speech,dialogue,model,0.0100,9,dfb2a9917c84
Blood Omen,2,The Pillars of Nosgoth,19,Kain,Kain,speech,dialogue,none,,23,cb84fffd47ee
Blood Omen,2,The Pillars of Nosgoth,20,Barkeep,Barkeep,speech,dialogue,constraint,0.7213,21,7f04168b2af2
Blood Omen,2,The Pillars of Nosgoth,21,,,action,,,,9,606876f371c0
Blood Omen,2,The Pillars of Nosgoth,22,Kain,Kain,speech,narration,explicit_paren,,18,2561cc802acf
Blood Omen,2,The Pillars of Nosgoth,23,,,action,,,,7,fb0c0ec55f6e
Blood Omen,2,The Pillars of Nosgoth,24,Assassin,Assassin,speech,dialogue,model,0.0278,2,72ef1656827d
Blood Omen,2,The Pillars of Nosgoth,25,,,action,,,,13,35c87cc36d2d
Blood Omen,2,The Pillars of Nosgoth,26,Assassin,Assassin,speech,dialogue,model,0.0555,3,e21b0ee63596
Blood Omen,2,The Pillars of Nosgoth,27,,,action,,,,12,2d84be99dd1e
Blood Omen,2,The Pillars of Nosgoth,28,Kain,Kain,speech,narration,explicit_paren,,49,d4aa93e7380a
Blood Omen,2,The Pillars of Nosgoth,29,,,action,,,,9,82c18ff6c7cb
Blood Omen,2,The Pillars of Nosgoth,30,Kain,Kain,speech,narration,explicit_paren,,7,093a14d64b00
Blood Omen,2,The Pillars of Nosgoth,31,,,action,,,,6,48a2239476d6
Blood Omen,2,The Pillars of Nosgoth,32,Kain,Kain,speech,narration,explicit_paren,,28,91ca5d76d85a
Blood Omen,2,The Pillars of Nosgoth,33,,,action,,,,14,2a15c7a5b19e
Blood Omen,2,The Pillars of Nosgoth,34,Mortanius,Mortanius,speech,dialogue,model,0.0060,9,fa6e9d41e085
Blood Omen,2,The Pillars of Nosgoth,35,,,action,,,,13,59e3b09064fd
Blood Omen,2,The Pillars of Nosgoth,36,Kain,Kain,speech,narration,explicit_paren,,17,5e6b044a864b
Blood Omen,2,The Pillars of Nosgoth,37,,,action,,,,4,ca62caec3c67
Blood Omen,2,The Pillars of Nosgoth,38,Kain,Kain,speech,narration,explicit_paren,,42,65ab8f530e1c
Blood Omen,2,The Pillars of Nosgoth,39,,,action,,,,9,974d74a24b9e
Blood Omen,2,The Pillars of Nosgoth,40,Kain,Kain,speech,narration,explicit_paren,,21,ece4520f89b8
Blood Omen,2,The Pillars of Nosgoth,41,Assassins,Assassins,speech,dialogue,model,0.0122,10,6679ba027664
Blood Omen,2,The Pillars of Nosgoth,42,Kain,Kain,speech,narration,explicit_paren,,27,585b62ce6134
Blood Omen,2,The Pillars of Nosgoth,43,,,action,,,,8,0a6070907479
Blood Omen,2,The Pillars of Nosgoth,44,Kain,Kain,speech,narration,explicit_paren,,18,57cec04d8f80
Blood Omen,2,The Pillars of Nosgoth,45,,,action,,,,10,410bc3d26b56
Blood Omen,2,The Pillars of Nosgoth,46,,,action,,,,6,33a3161af824
Blood Omen,2,The Pillars of Nosgoth,47,Kain,Kain,speech,narration,explicit_paren,,11,c734f6aec77a
Blood Omen,2,The Pillars of Nosgoth,48,,,action,,,,14,4798f0b11598
Blood Omen,2,The Pillars of Nosgoth,49,Kain,Kain,speech,narration,explicit_paren,,25,1d3a4f4bd9d2
Blood Omen,2,The Pillars of Nosgoth,50,,,action,,,,13,57afe644a487
Blood Omen,2,The Pillars of Nosgoth,51,Ariel,Ariel,speech,dialogue,model,0.0149,10,aeb7bcaf2201
Blood Omen,2,The Pillars of Nosgoth,52,Kain,Kain,speech,dialogue,none,,11,b3cfe4591781
Blood Omen,2,The Pillars of Nosgoth,53,Ariel,Ariel,speech,dialogue,model,0.1106,35,a3aa1d12a2f8
Blood Omen,2,The Pillars of Nosgoth,54,Kain,Kain,speech,dialogue,none,,5,f01472495fe9
Blood Omen,2,The Pillars of Nosgoth,55,Ariel,Ariel,speech,dialogue,model,0.3126,63,1f71fa019bc9
Blood Omen,2,The Pillars of Nosgoth,56,,,action,,,,12,fcfcee89a8f2
Blood Omen,2,The Pillars of Nosgoth,57,Ariel,Ariel,speech,dialogue,model,0.0654,26,e2b4dd17c8c0
Blood Omen,2,The Pillars of Nosgoth,58,Kain,Kain,speech,dialogue,none,,9,a1ce4e8a9406
Blood Omen,2,The Pillars of Nosgoth,59,Ariel,Ariel,speech,dialogue,model,0.0062,7,0a709fd040dd
Blood Omen,2,The Pillars of Nosgoth,60,,,action,,,,8,cfc0c34e4a26
Blood Omen,2,The Pillars of Nosgoth,61,Kain,Kain,speech,dialogue,none,,95,e428247d787c
Blood Omen,3,Nupraptor's Retreat,62,,,action,,,,7,a6751e017e2d
Blood Omen,3,Nupraptor's Retreat,63,Kain,Kain,speech,narration,explicit_paren,,33,1f9ad69cf59e
Blood Omen,3,Nupraptor's Retreat,64,,,action,,,,12,becf112524c8
Blood Omen,3,Nupraptor's Retreat,65,Kain,Kain,speech,narration,explicit_paren,,15,40d532382c34
Blood Omen,3,Nupraptor's Retreat,66,Irmok,Irmok,speech,dialogue,model,0.1628,43,34947041dc44
Blood Omen,3,Nupraptor's Retreat,67,,,action,,,,9,470b43832d2e
Blood Omen,3,Nupraptor's Retreat,68,Kain,Kain,speech,narration,explicit_paren,,37,7b2a3d550229
Blood Omen,3,Nupraptor's Retreat,69,,,action,,,,9,3e0c2e98554f
Blood Omen,3,Nupraptor's Retreat,70,Kain,Kain,speech,narration,explicit_paren,,18,728d297cad7e
Blood Omen,3,Nupraptor's Retreat,71,,,action,,,,11,576a979dab2f
Blood Omen,3,Nupraptor's Retreat,72,Kain,Kain,speech,narration,explicit_paren,,16,cde9c0b74d62
Blood Omen,3,Nupraptor's Retreat,73,,,action,,,,7,337abea3ceae
Blood Omen,3,Nupraptor's Retreat,74,Kain,Kain,speech,narration,explicit_paren,,23,8058f7799ed8
Blood Omen,3,Nupraptor's Retreat,75,,,action,,,,6,d78d3f516b20
Blood Omen,3,Nupraptor's Retreat,76,Kain,Kain,speech,narration,explicit_paren,,20,f01285c7bf2b
Blood Omen,3,Nupraptor's Retreat,77,,,action,,,,8,08fd3f8d0051
Blood Omen,3,Nupraptor's Retreat,78,Kain,Kain,speech,narration,explicit_paren,,37,77cda5517f8b
Blood Omen,3,Nupraptor's Retreat,79,,,action,,,,10,78be7f921e7f
Blood Omen,3,Nupraptor's Retreat,80,,,action,,,,12,73a58c8df154
Blood Omen,3,Nupraptor's Retreat,81,,,action,,,,9,91cda99aafe1
Blood Omen,3,Nupraptor's Retreat,82,Kain,Kain,speech,narration,explicit_paren,,105,dafb139f0df8
Blood Omen,3,Nupraptor's Retreat,83,,,action,,,,14,f64906ced735
Blood Omen,3,Nupraptor's Retreat,84,Kain,Kain,speech,narration,explicit_paren,,30,a34b69bca63e
Blood Omen,3,Nupraptor's Retreat,85,,,action,,,,14,4b3bbeed92fb
Blood Omen,3,Nupraptor's Retreat,86,Kain,Kain,speech,narration,explicit_paren,,36,04df5a355571
Blood Omen,3,Nupraptor's Retreat,87,,,action,,,,7,4485f887d325
Blood Omen,3,Nupraptor's Retreat,88,Nupraptor,Nupraptor,speech,dialogue,model,0.0577,25,1ddc2c66bce5
Blood Omen,3,Nupraptor's Retreat,89,,,action,,,,9,771844b4ada6
Blood Omen,3,Nupraptor's Retreat,90,Kain,Kain,speech,narration,explicit_paren,,37,64a50b686007
Blood Omen,3,Nupraptor's Retreat,91,,,action,,,,7,6c5d58eee0b0
Blood Omen,3,Nupraptor's Retreat,92,Kain,Kain,speech,narration,explicit_paren,,15,1a8674a372b1
Blood Omen,4,Malek's Bastion,93,,,action,,,,7,e89b130783e2
Blood Omen,4,Malek's Bastion,94,Kain,Kain,speech,narration,explicit_paren,,94,0a0a25c61832
Blood Omen,4,Malek's Bastion,95,Ariel,Ariel,speech,dialogue,model,0.1844,45,1b2c3a9cff35
Blood Omen,4,Malek's Bastion,96,,,action,,,,4,c598365797e4
Blood Omen,4,Malek's Bastion,97,Kain,Kain,speech,narration,explicit_paren,,34,dca2d1de6b59
Blood Omen,4,Malek's Bastion,98,,,action,,,,11,a753c2858778
Blood Omen,4,Malek's Bastion,99,Kain,Kain,speech,narration,explicit_paren,,29,68bac71e29d9
Blood Omen,4,Malek's Bastion,100,,,action,,,,6,8f96b38950d1
Blood Omen,4,Malek's Bastion,101,Kain,Kain,speech,narration,explicit_paren,,26,dae95dc76e67
Blood Omen,4,Malek's Bastion,102,,,action,,,,6,840ede6919f0
Blood Omen,4,Malek's Bastion,103,Kain,Kain,speech,narration,explicit_paren,,22,8d7ae43d16f9
Blood Omen,4,Malek's Bastion,104,,,action,,,,7,2b96895ad786
Blood Omen,4,Malek's Bastion,105,Kain,Kain,speech,narration,explicit_paren,,31,620d875df5aa
Blood Omen,4,Malek's Bastion,106,,,action,,,,9,258fe1b2d245
Blood Omen,4,Malek's Bastion,107,,,action,,,,12,92e36f09fa61
Blood Omen,4,Malek's Bastion,108,Kain,Kain,speech,narration,explicit_paren,,23,d9679d746508
Blood Omen,4,Malek's Bastion,109,,,action,,,,10,a7bb7e1cea5c
Blood Omen,4,Malek's Bastion,110,,,action,,,,11,641c456fd4c3
Blood Omen,4,Malek's Bastion,111,,,action,,,,9,c0d5830bab43
Blood Omen,4,Malek's Bastion,112,Kain,Kain,speech,narration,explicit_paren,,42,0b6214f59193
Blood Omen,4,Malek's Bastion,113,,,action,,,,6,6566a99ee95b
Blood Omen,4,Malek's Bastion,114,,,action,,,,13,fe519c4b14a1
Blood Omen,4,Malek's Bastion,115,,,action,,,,6,0447f83dfe1e
Blood Omen,4,Malek's Bastion,116,,,action,,,,10,02edb3077a18
Blood Omen,4,Malek's Bastion,117,,,action,,,,6,4117a2ef74dd
Blood Omen,4,Malek's Bastion,118,,,action,,,,11,8ef2d36e22fb
Blood Omen,4,Malek's Bastion,119,,,action,,,,13,e8a7c7b7db48
Blood Omen,4,Malek's Bastion,120,Kain,Kain,speech,narration,explicit_paren,,29,447fe932e61c
Blood Omen,4,Malek's Bastion,121,,,action,,,,12,1f5a8c9dc076
Blood Omen,4,Malek's Bastion,122,,,action,,,,5,649b23aee314
Blood Omen,4,Malek's Bastion,123,Kain,Kain,speech,narration,explicit_paren,,25,406a8e884804
Blood Omen,4,Malek's Bastion,124,,,action,,,,8,1fadcb09cb8e
Blood Omen,4,Malek's Bastion,125,Kain,Kain,speech,narration,explicit_paren,,27,1d8436171602
Blood Omen,4,Malek's Bastion,126,,,action,,,,5,c88dc8c395dc
Blood Omen,4,Malek's Bastion,127,Kain,Kain,speech,narration,explicit_paren,,16,ba7c36bc9f22
Blood Omen,4,Malek's Bastion,128,,,action,,,,15,74db547e818f
Blood Omen,4,Malek's Bastion,129,,,action,,,,13,82b271a53c63
Blood Omen,4,Malek's Bastion,130,Kain,Kain,speech,narration,explicit_paren,,15,2dc856913a21
Blood Omen,5,The Oracle's Cave,131,,,action,,,,7,e89b130783e2
Blood Omen,5,The Oracle's Cave,132,Ariel,Ariel,speech,dialogue,model,0.0533,23,c74863952eb0
Blood Omen,5,The Oracle's Cave,133,,,action,,,,8,8f81eadf8e3c
Blood Omen,5,The Oracle's Cave,134,Kain,Kain,speech,narration,explicit_paren,,46,34396137ad10
Blood Omen,5,The Oracle's Cave,135,,,action,,,,10,8d1dfdef19bb
Blood Omen,5,The Oracle's Cave,136,,,action,,,,12,8223840d8084
Blood Omen,5,The Oracle's Cave,137,Kain,Kain,speech,narration,explicit_paren,,18,8199ef7f0984
Blood Omen,5,The Oracle's Cave,138,,,action,,,,7,cffa20fff4f2
Blood Omen,5,The Oracle's Cave,139,Kain,Kain,speech,narration,explicit_paren,,110,61531782d5b4
Blood Omen,5,The Oracle's Cave,140,,,action,,,,7,ae0aa42f0907
Blood Omen,5,The Oracle's Cave,141,Kain,Kain,speech,narration,explicit_paren,,23,2b5429f7763e
Blood Omen,5,The Oracle's Cave,142,,,action,,,,5,8b63f13573d9
Blood Omen,5,The Oracle's Cave,143,Kain,Kain,speech,narration,explicit_paren,,8,809c3ef40522
Blood Omen,5,The Oracle's Cave,144,,,action,,,,10,ba2ca71e266d
Blood Omen,5,The Oracle's Cave,145,Kain,Kain,speech,narration,explicit_paren,,21,f935c84e4d0c
Blood Omen,5,The Oracle's Cave,146,,,action,,,,5,d49cf2afe172
Blood Omen,5,The Oracle's Cave,147,The Oracle,The Oracle,speech,dialogue,model,0.0058,9,cfd2698aade1
Blood Omen,5,The Oracle's Cave,148,Kain,Kain,speech,dialogue,none,,5,0efe339cf662
Blood Omen,5,The Oracle's Cave,149,The Oracle,The Oracle,speech,dialogue,model,0.2110,49,c389c245e76a
Blood Omen,5,The Oracle's Cave,150,Kain,Kain,speech,dialogue,none,,21,e912c02b2f12
Blood Omen,5,The Oracle's Cave,151,The Oracle,The Oracle,speech,dialogue,constraint,,73,f4f9bba018d2
Blood Omen,5,The Oracle's Cave,152,Kain,Kain,speech,dialogue,none,,4,8a7651d92c69
Blood Omen,5,The Oracle's Cave,153,The Oracle,The Oracle,speech,dialogue,constraint,,11,cb4fad28649d
Blood Omen,5,The Oracle's Cave,154,Kain,Kain,speech,dialogue,none,,2,ec337dfd408f
Blood Omen,5,The Oracle's Cave,155,The Oracle,The Oracle,speech,dialogue,model,0.0268,15,302d3bcd641f
Blood Omen,5,The Oracle's Cave,156,,,action,,,,10,1bb9863243cc
Blood Omen,6,Vorador's Mansion,157,,,action,,,,11,434992b6ef66
Blood Omen,6,Vorador's Mansion,158,Kain,Kain,speech,narration,explicit_paren,,53,e7803a48dc15
Blood Omen,6,Vorador's Mansion,159,,,action,,,,7,026e11f3b3ba
Blood Omen,6,Vorador's Mansion,160,Kain,Kain,speech,narration,explicit_paren,,43,6287ff9a6258
Blood Omen,6,Vorador's Mansion,161,,,action,,,,4,ed187a8162ef
Blood Omen,6,Vorador's Mansion,162,Kain,Kain,speech,narration,explicit_paren,,37,05f3a283dfd5
Blood Omen,6,Vorador's Mansion,163,,,action,,,,6,b53118c30bce
Blood Omen,6,Vorador's Mansion,164,Kain,Kain,speech,narration,explicit_paren,,49,e5d5aa4d5d0c
Blood Omen,6,Vorador's Mansion,165,,,action,,,,11,75e826fc1224
Blood Omen,6,Vorador's Mansion,166,Kain,Kain,speech,narration,explicit_paren,,39,90ba10071dd7
Blood Omen,6,Vorador's Mansion,167,,,action,,,,5,3238c5c81e4e
Blood Omen,6,Vorador's Mansion,168,Kain,Kain,speech,narration,explicit_paren,,80,ee1eb824573d
Blood Omen,6,Vorador's Mansion,169,,,action,,,,10,d0782b727d8b
Blood Omen,6,Vorador's Mansion,170,Kain,Kain,speech,narration,explicit_paren,,48,ea15a16c5589
Blood Omen,6,Vorador's Mansion,171,,,action,,,,7,d31fe9c18820
Blood Omen,6,Vorador's Mansion,172,Kain,Kain,speech,narration,explicit_paren,,53,64e6c1c8cb19
Blood Omen,6,Vorador's Mansion,173,,,action,,,,8,657d286b0bda
Blood Omen,6,Vorador's Mansion,174,Kain,Kain,speech,narration,explicit_paren,,20,7474c386f2e3
Blood Omen,6,Vorador's Mansion,175,Vorador,Vorador,speech,dialogue,model,0.0664,25,71ae8c181bfe
Blood Omen,6,Vorador's Mansion,176,Kain,Kain,speech,narration,explicit_paren,,95,8ba529bee058
Blood Omen,6,Vorador's Mansion,177,Vorador,Vorador,speech,dialogue,model,0.2739,59,0084abe36c99
Blood Omen,6,Vorador's Mansion,178,,,action,,,,2,1198d9e78c92
Blood Omen,6,Vorador's Mansion,179,Vorador,Vorador,speech,dialogue,model,0.1314,36,f86c2a21db05
Blood Omen,6,Vorador's Mansion,180,,,action,,,,5,453cfb031f68
Blood Omen,6,Vorador's Mansion,181,Kain,Kain,speech,narration,explicit_paren,,58,c82d39c2d1f8
Blood Omen,7,Dark Eden,182,,,action,,,,11,8e7765c5ce4c
Blood Omen,7,Dark Eden,183,,,action,,,,14,06141e5b6d35
Blood Omen,7,Dark Eden,184,,,action,,,,7,226e397254e1
Blood Omen,7,Dark Eden,185,Kain,Kain,speech,narration,explicit_paren,,38,7770a4642ad7
Blood Omen,7,Dark Eden,186,,,action,,,,7,294a3ca51f89
Blood Omen,7,Dark Eden,187,Kain,Kain,speech,narration,explicit_paren,,52,058822bf2a90
Blood Omen,7,Dark Eden,188,,,action,,,,4,15657d9415ae
Blood Omen,7,Dark Eden,189,Kain,Kain,speech,narration,explicit_paren,,15,d1b9ef33fa84
Blood Omen,7,Dark Eden,190,,,action,,,,3,7e75b912decb
Blood Omen,7,Dark Eden,191,Kain,Kain,speech,narration,explicit_paren,,50,fde85d4fd431
Blood Omen,7,Dark Eden,192,,,action,,,,10,abe49863b1a3
Blood Omen,7,Dark Eden,193,Kain,Kain,speech,narration,explicit_paren,,25,393fb68c4654
Blood Omen,7,Dark Eden,194,,,action,,,,5,ac1cfd8caf07
Blood Omen,7,Dark Eden,195,Kain,Kain,speech,narration,explicit_paren,,29,ce17bff8a09a
Blood Omen,7,Dark Eden,196,,,action,,,,7,787a4669d0fc
Blood Omen,7,Dark Eden,197,Kain,Kain,speech,narration,explicit_paren,,19,c7b46f637728
Blood Omen,7,Dark Eden,198,,,action,,,,4,cfb652e8f03d
Blood Omen,7,Dark Eden,199,Kain,Kain,speech,narration,explicit_paren,,38,70e8a5baa6c0
Blood Omen,7,Dark Eden,200,,,action,,,,4,76f6adec54bf
Blood Omen,7,Dark Eden,201,Kain,Kain,speech,narration,explicit_paren,,52,8b1d9b701f1b
Blood Omen,7,Dark Eden,202,,,action,,,,11,bbca829ab552
Blood Omen,7,Dark Eden,203,Kain,Kain,speech,narration,explicit_paren,,23,3dc66860c064
Blood Omen,7,Dark Eden,204,Bane,Bane,speech,dialogue,model,0.3027,8,9c9c7473da81
Blood Omen,7,Dark Eden,205,DeJoule,DeJoule,speech,dialogue,constraint,,16,527f3097b3be
Blood Omen,7,Dark Eden,206,Anarcrothe,Anarcrothe,speech,dialogue,model,0.1876,7,61b9ca0c5051
Blood Omen,7,Dark Eden,207,,,action,,,,9,a21ecf8d4b3e
Blood Omen,7,Dark Eden,208,Kain,Kain,speech,dialogue,none,,15,c8cb1ec8324e
Blood Omen,7,Dark Eden,209,,,action,,,,6,3ce90e745562
Blood Omen,7,Dark Eden,210,Malek,Malek,speech,dialogue,model,0.1876,7,049e7d66a788
Blood Omen,7,Dark Eden,211,Vorador,Vorador,speech,dialogue,model,0.0255,13,e8eab03108f9
Blood Omen,7,Dark Eden,212,Malek,Malek,speech,dialogue,model,0.0395,17,b5cd88d4ac84
Blood Omen,7,Dark Eden,213,Kain,Kain,speech,narration,explicit_paren,,29,c38ffeecf88d
Blood Omen,7,Dark Eden,214,,,action,,,,12,f329bd0041a4
Blood Omen,7,Dark Eden,215,Kain,Kain,speech,narration,explicit_paren,,16,ff029682d5ff
Blood Omen,7,Dark Eden,216,,,action,,,,8,e9df814bf276
Blood Omen,7,Dark Eden,217,Kain,Kain,speech,narration,explicit_paren,,26,77c5da7dbbc9
Blood Omen,7,Dark Eden,218,,,action,,,,11,fab039a87b3e
Blood Omen,7,Dark Eden,219,Kain,Kain,speech,narration,explicit_paren,,23,3cd72aee911a
Blood Omen,7,Dark Eden,220,,,action,,,,11,448fe423da14
Blood Omen,7,Dark Eden,221,Kain,Kain,speech,narration,explicit_paren,,84,59a89b77f079
Blood Omen,7,Dark Eden,222,Ariel,Ariel,speech,dialogue,model,0.1153,36,ba9483031e31
Blood Omen,8,Avernus,223,,,action,,,,11,204ec4a62a16
Blood Omen,8,Avernus,224,Kain,Kain,speech,narration,explicit_paren,,6,80eadfd7942f
Blood Omen,8,Avernus,225,,,action,,,,5,b6d03c92e9d2
Blood Omen,8,Avernus,226,Kain,Kain,speech,narration,explicit_paren,,22,bc6866bd61dc
Blood Omen,8,Avernus,227,,,action,,,,7,7a31411d6281
Blood Omen,8,Avernus,228,Kain,Kain,speech,narration,explicit_paren,,31,ea3ff4263b12
Blood Omen,8,Avernus,229,,,action,,,,6,9fa8bd0b50aa
Blood Omen,8,Avernus,230,Kain,Kain,speech,narration,explicit_paren,,16,b0f290baa851
Blood Omen,8,Avernus,231,,,action,,,,5,364435d2c569
Blood Omen,8,Avernus,232,Kain,Kain,speech,narration,explicit_paren,,28,00c9806ab034
Blood Omen,8,Avernus,233,,,action,,,,13,0c2b94884320
Blood Omen,8,Avernus,234,Kain,Kain,speech,narration,explicit_paren,,43,96c7e2880540
Blood Omen,8,Avernus,235,,,action,,,,6,c3135bd33172
Blood Omen,8,Avernus,236,Kain,Kain,speech,narration,explicit_paren,,35,69dbf93c7037
Blood Omen,8,Avernus,237,,,action,,,,11,69e5c593aa82
Blood Omen,8,Avernus,238,Kain,Kain,speech,narration,explicit_paren,,9,3ad1d9e62cc9
Blood Omen,8,Avernus,239,,,action,,,,5,631618636350
Blood Omen,8,Avernus,240,Azimuth,Azimuth,speech,dialogue,model,0.1170,32,5dd2c345782a
Blood Omen,8,Avernus,241,,,action,,,,6,aa8c30c83d0b
Blood Omen,8,Avernus,242,Kain,Kain,speech,narration,explicit_paren,,19,1262c25f9d05
Blood Omen,8,Avernus,243,,,action,,,,5,dbb2b0349c2d
Blood Omen,8,Avernus,244,Azimuth,Azimuth,speech,dialogue,model,0.2506,10,3fe0757c3b45
Blood Omen,8,Avernus,245,,,action,,,,12,d1efe946734b
Blood Omen,8,Avernus,246,Kain,Kain,speech,narration,explicit_paren,,23,c42764f339db
Blood Omen,8,Avernus,247,,,action,,,,4,4f4e6f7e83d9
Blood Omen,8,Avernus,248,Kain,Kain,speech,narration,explicit_paren,,22,87f1d34bd0d8
Blood Omen,8,Avernus,249,,,action,,,,11,b35394d4fcd7
Blood Omen,8,Avernus,250,,,action,,,,8,543809613ef2
Blood Omen,8,Avernus,251,,,action,,,,7,e89b130783e2
Blood Omen,8,Avernus,252,Kain,Kain,speech,narration,explicit_paren,,10,bc7ff36a5bde
Blood Omen,8,Avernus,253,Ariel,Ariel,speech,dialogue,constraint,0.6894,126,ef4b94f6195f
Blood Omen,8,Avernus,254,Kain,Kain,speech,dialogue,none,,6,aa0c57949981
Blood Omen,8,Avernus,255,Ariel,Ariel,speech,dialogue,model,0.0164,14,6c74d934d00a
Blood Omen,9,Willendorf,256,,,action,,,,6,6fd6be38b8bc
Blood Omen,9,Willendorf,257,Kain,Kain,speech,narration,explicit_paren,,39,67bf08aeb42c
Blood Omen,9,Willendorf,258,,,action,,,,4,92583758a32e
Blood Omen,9,Willendorf,259,,,action,,,,11,58357df9e2cf
Blood Omen,9,Willendorf,260,,,action,,,,6,5be2877e287e
Blood Omen,9,Willendorf,261,Kain,Kain,speech,narration,explicit_paren,,39,12d82c1977f2
Blood Omen,9,Willendorf,262,,,action,,,,8,d5a403bfc239
Blood Omen,9,Willendorf,263,Kain,Kain,speech,narration,explicit_paren,,47,c0aff9efafa7
Blood Omen,9,Willendorf,264,,,action,,,,9,8824e32772f1
Blood Omen,9,Willendorf,265,Kain,Kain,speech,narration,explicit_paren,,65,1486533db824
Blood Omen,9,Willendorf,266,,,action,,,,4,34d5e62c66fa
Blood Omen,9,Willendorf,267,Kain,Kain,speech,narration,explicit_paren,,28,b25b0059d8c2
Blood Omen,9,Willendorf,268,,,action,,,,6,b9fa635f096a
Blood Omen,9,Willendorf,269,Kain,Kain,speech,narration,explicit_paren,,90,086b6f8a5a14
Blood Omen,9,Willendorf,270,,,action,,,,13,ba2eda967730
Blood Omen,9,Willendorf,271,Kain,Kain,speech,narration,explicit_paren,,57,64a463374a01
Blood Omen,9,Willendorf,272,,,action,,,,6,4d9ee20f39e4
Blood Omen,9,Willendorf,273,Kain,Kain,speech,dialogue,none,,16,f1b84bb1dada
Blood Omen,9,Willendorf,274,Man,Man,speech,dialogue,constraint,,12,ea6ca8281d22
Blood Omen,9,Willendorf,275,Kain,Kain,speech,dialogue,none,,23,22524da3edc9
Blood Omen,9,Willendorf,276,,,action,,,,13,779d9c507be2
Blood Omen,9,Willendorf,277,Kain,Kain,speech,narration,explicit_paren,,29,fe64fa789359
Blood Omen,9,Willendorf,278,King Ottmar,King Ottmar,speech,dialogue,constraint,0.9831,83,4f0ace422a54
Blood Omen,9,Willendorf,279,Kain,Kain,speech,narration,explicit_paren,,7,fb16ba09ee51
Blood Omen,9,Willendorf,280,King Ottmar,King Ottmar,speech,dialogue,constraint,,12,d7bc73eee79b
Blood Omen,9,Willendorf,281,Kain,Kain,speech,narration,explicit_paren,,52,4928e2d5799d
Blood Omen,9,Willendorf,282,,,action,,,,6,dd76b3240d0d
Blood Omen,9,Willendorf,283,Kain,Kain,speech,narration,explicit_paren,,63,593026ce1fb8
Blood Omen,9,Willendorf,284,,,action,,,,6,33f8fd9ebcd1
Blood Omen,9,Willendorf,285,Kain,Kain,speech,narration,explicit_paren,,43,17c74b238784
Blood Omen,9,Willendorf,286,,,action,,,,12,91a771149c25
Blood Omen,9,Willendorf,287,Kain,Kain,speech,dialogue,none,,7,16ad65660089
Blood Omen,9,Willendorf,288,Elzevir,Elzevir,speech,dialogue,model,0.0377,22,a348e39904f9
Blood Omen,9,Willendorf,289,,,action,,,,7,6d5ab068b989
Blood Omen,9,Willendorf,290,Kain,Kain,speech,dialogue,none,,8,89f75480bf36
Blood Omen,9,Willendorf,291,Elzevir,Elzevir,speech,dialogue,constraint,,12,56fd4b074cb5
Blood Omen,9,Willendorf,292,Kain,Kain,speech,dialogue,none,,7,17d341e6fdb4
Blood Omen,9,Willendorf,293,Elzevir,Elzevir,speech,dialogue,model,0.0024,8,ec4f95e55ff0
Blood Omen,9,Willendorf,294,,,action,,,,8,4e73da688330
Blood Omen,9,Willendorf,295,Elzevir,Elzevir,speech,dialogue,model,0.0140,10,868926a8ae41
Blood Omen,9,Willendorf,296,Kain,Kain,speech,narration,explicit_paren,,10,844f3e2922b3
Blood Omen,9,Willendorf,297,,,action,,,,7,a878ff835e74
Blood Omen,9,Willendorf,298,Kain,Kain,speech,narration,explicit_paren,,18,072d05b04075
Blood Omen,9,Willendorf,299,,,action,,,,7,5dfcdef00d92
Blood Omen,9,Willendorf,300,Kain,Kain,speech,narration,explicit_paren,,48,d124c5bd3f0b
