block_id,game,speaker_canon,register,register_source,p_narration,n_words,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
Blood Omen 2|268,Blood Omen 2,Vorador,dialogue,model,0.1426,39,0,0,0,0,1,0,0,2
Blood Omen 2|270,Blood Omen 2,Vorador,dialogue,model,0.2081,50,0,2,0,0,2,1,0,3
Blood Omen 2|272,Blood Omen 2,Vorador,dialogue,model,0.0707,27,0,1,0,0,1,0,1,1
Blood Omen 2|304,Blood Omen 2,Vorador,dialogue,model,0.0512,24,2,1,0,1,0,0,0,0
Blood Omen 2|347,Blood Omen 2,Vorador,dialogue,constraint,NA,15,0,0,0,0,0,0,0,0
Blood Omen 2|349,Blood Omen 2,Vorador,dialogue,constraint,NA,16,0,0,0,0,0,0,0,1
Blood Omen 2|351,Blood Omen 2,Vorador,dialogue,model,0.0561,23,0,1,0,0,0,0,0,0
Blood Omen 2|353,Blood Omen 2,Vorador,dialogue,model,0.0819,30,0,0,0,1,0,0,0,0
Blood Omen 2|355,Blood Omen 2,Vorador,dialogue,model,0.1419,38,0,0,1,0,0,0,1,1
Blood Omen 2|357,Blood Omen 2,Vorador,dialogue,model,0.1568,7,0,0,0,0,0,0,0,0
Blood Omen 2|382,Blood Omen 2,Umah,dialogue,model,0.0317,17,0,4,0,0,1,0,1,2
Blood Omen 2|385,Blood Omen 2,Umah,dialogue,constraint,NA,16,0,0,0,0,0,0,0,0
Blood Omen 2|387,Blood Omen 2,Umah,dialogue,model,0.0173,14,0,0,0,0,0,0,0,0
Blood Omen 2|389,Blood Omen 2,Umah,dialogue,model,0.1429,6,0,0,0,0,0,0,0,0
Blood Omen 2|391,Blood Omen 2,Umah,dialogue,model,0.0043,6,0,0,0,0,0,0,0,0
Blood Omen 2|395,Blood Omen 2,Umah,dialogue,constraint,0.7524,26,0,1,0,0,1,0,0,1
Blood Omen 2|399,Blood Omen 2,Sarafan Lord,dialogue,constraint,NA,14,0,0,1,1,0,0,0,0
Blood Omen 2|402,Blood Omen 2,Sarafan Lord,dialogue,model,0.0219,3,0,0,0,0,0,0,0,0
Blood Omen 2|404,Blood Omen 2,Sarafan Lord,dialogue,model,0.1517,29,1,1,0,1,0,2,0,0
Blood Omen 2|406,Blood Omen 2,Sarafan Lord,dialogue,model,0.1321,34,2,2,2,3,0,3,0,1
Blood Omen 2|410,Blood Omen 2,Umah,dialogue,model,0.0278,2,0,0,0,0,0,0,0,0
Blood Omen 2|411,Blood Omen 2,Sarafan Lord,dialogue,model,0.0222,16,1,2,1,1,1,1,2,2
Blood Omen 2|412,Blood Omen 2,Umah,dialogue,model,0.0498,26,1,0,0,3,0,1,0,0
Blood Omen 2|416,Blood Omen 2,Sarafan Lord,dialogue,model,0.0335,20,2,3,2,2,0,2,1,0
Blood Omen 2|418,Blood Omen 2,Vorador,dialogue,model,0.009,10,0,1,0,0,2,0,0,2
Blood Omen 2|420,Blood Omen 2,Vorador,dialogue,model,0.1021,3,0,0,0,0,0,0,0,0
Blood Omen 2|421,Blood Omen 2,Umah,dialogue,model,0.0292,15,0,2,0,1,2,0,2,2
Blood Omen 2|422,Blood Omen 2,Vorador,dialogue,model,0.008,10,0,0,0,0,0,0,0,0
Blood Omen 2|423,Blood Omen 2,Umah,dialogue,constraint,0.9794,73,1,0,0,0,2,0,0,2
Blood Omen 2|424,Blood Omen 2,Vorador,dialogue,model,0.0913,5,1,0,0,0,0,0,0,0
Blood Omen 2|426,Blood Omen 2,Vorador,dialogue,constraint,0.9215,46,1,1,1,0,1,0,0,1
Blood Omen 2|428,Blood Omen 2,Vorador,dialogue,constraint,NA,12,1,0,0,0,0,0,0,0
Blood Omen 2|430,Blood Omen 2,Vorador,dialogue,model,0.0711,24,1,0,1,0,0,1,0,2
Blood Omen 2|432,Blood Omen 2,Umah,dialogue,model,0.1079,29,0,0,0,0,0,1,0,0
Blood Omen 2|434,Blood Omen 2,Vorador,dialogue,model,0.0209,15,1,0,1,0,0,0,0,1
Blood Omen 2|436,Blood Omen 2,Vorador,dialogue,model,0.1781,43,0,0,0,0,0,1,1,1
Blood Omen 2|437,Blood Omen 2,Umah,dialogue,constraint,NA,18,1,0,0,0,0,0,0,0
Blood Omen 2|444,Blood Omen 2,Vorador,dialogue,model,0.1896,45,1,0,0,0,1,0,0,1
Blood Omen 2|446,Blood Omen 2,Vorador,dialogue,model,0.0524,23,1,0,1,1,0,0,0,0
Blood Omen 2|455,Blood Omen 2,Sebastian,dialogue,constraint,0.8622,33,1,0,0,0,0,1,0,0
Blood Omen 2|457,Blood Omen 2,Sebastian,dialogue,model,0.0842,29,0,0,0,0,1,0,0,1
Blood Omen 2|459,Blood Omen 2,Sebastian,dialogue,model,0.273,8,1,0,1,1,0,1,1,0
Blood Omen 2|462,Blood Omen 2,Sebastian,dialogue,model,0.0568,23,0,1,0,2,0,1,0,0
Blood Omen 2|464,Blood Omen 2,Sebastian,dialogue,model,0.0617,22,0,0,0,1,0,0,0,0
Blood Omen 2|466,Blood Omen 2,Sebastian,dialogue,model,0.1169,35,0,0,1,1,1,0,0,4
Blood Omen 2|469,Blood Omen 2,Sebastian,dialogue,model,0.1104,34,1,0,0,1,0,1,1,0
Blood Omen 2|471,Blood Omen 2,Sebastian,dialogue,model,0.0555,3,0,0,0,0,0,0,0,0
Blood Omen 2|473,Blood Omen 2,Sebastian,dialogue,model,0.1136,6,0,1,0,0,1,0,1,0
Blood Omen 2|476,Blood Omen 2,Sebastian,dialogue,model,0.03,18,1,0,1,1,0,2,0,0
Blood Omen 2|478,Blood Omen 2,Sebastian,dialogue,model,0.1776,47,3,1,2,2,0,2,1,0
Blood Omen 2|482,Blood Omen 2,Sebastian,dialogue,model,0.0497,22,1,2,1,1,1,1,0,1
Blood Omen 2|485,Blood Omen 2,Umah,dialogue,model,0.0038,8,0,0,0,0,0,0,0,0
Blood Omen 2|487,Blood Omen 2,Vorador,dialogue,model,0.2095,41,2,0,0,1,0,1,0,0
Blood Omen 2|489,Blood Omen 2,Vorador,dialogue,constraint,0.9667,72,0,0,0,0,0,1,0,1
Blood Omen 2|491,Blood Omen 2,Vorador,dialogue,model,0.179,45,0,0,0,0,0,0,0,2
Blood Omen 2|513,Blood Omen 2,Seer,dialogue,model,0.0146,10,0,0,0,0,0,1,0,0
Blood Omen 2|515,Blood Omen 2,Seer,dialogue,constraint,NA,16,0,0,0,0,0,0,0,0
Blood Omen 2|517,Blood Omen 2,Seer,dialogue,model,0.0032,5,0,0,0,0,0,0,0,0
Blood Omen 2|519,Blood Omen 2,Seer,dialogue,model,0.0168,1,0,0,0,0,0,0,0,0
Blood Omen 2|521,Blood Omen 2,Seer,dialogue,model,0.0518,23,2,3,2,4,1,0,0,2
Blood Omen 2|523,Blood Omen 2,Seer,dialogue,model,0.0037,7,0,1,0,0,1,0,0,1
Blood Omen 2|525,Blood Omen 2,Seer,dialogue,constraint,NA,94,2,1,1,1,0,1,0,2
Blood Omen 2|527,Blood Omen 2,Seer,dialogue,model,0.0709,28,1,0,1,1,0,0,0,1
Blood Omen 2|530,Blood Omen 2,Seer,dialogue,model,0.1733,7,0,0,0,0,0,0,0,0
Blood Omen 2|533,Blood Omen 2,Seer,dialogue,model,0.013,14,0,1,0,0,0,0,0,0
Blood Omen 2|535,Blood Omen 2,Seer,dialogue,model,0.0303,21,0,0,0,0,1,0,0,1
Blood Omen 2|537,Blood Omen 2,Seer,dialogue,model,0.0177,13,0,1,0,0,1,1,1,1
Blood Omen 2|539,Blood Omen 2,Seer,dialogue,model,0.2467,55,0,1,0,0,1,0,1,1
Blood Omen 2|541,Blood Omen 2,Seer,dialogue,model,0.1056,4,0,0,0,0,0,0,0,0
Blood Omen 2|543,Blood Omen 2,Sarafan Lord,dialogue,constraint,0.8837,35,1,0,1,2,1,0,0,1
Blood Omen 2|545,Blood Omen 2,Sarafan Lord,dialogue,model,0.0454,22,1,3,1,1,1,1,1,1
Blood Omen 2|547,Blood Omen 2,Seer,dialogue,model,0.0632,25,0,1,0,0,2,0,0,1
Blood Omen 2|549,Blood Omen 2,Seer,dialogue,model,0.0135,13,0,1,0,0,0,0,0,1
Blood Omen 2|553,Blood Omen 2,Beast,dialogue,model,0.2222,9,0,0,0,0,0,0,0,0
Blood Omen 2|555,Blood Omen 2,Beast,dialogue,model,0.0409,22,0,1,0,0,1,0,1,1
Blood Omen 2|557,Blood Omen 2,Beast,dialogue,constraint,0.7328,22,3,0,2,3,0,1,1,1
Blood Omen 2|559,Blood Omen 2,Beast,dialogue,model,0.1607,43,0,1,0,0,0,0,0,0
Blood Omen 2|561,Blood Omen 2,Beast,dialogue,constraint,0.9083,39,0,0,1,0,0,1,0,1
Blood Omen 2|563,Blood Omen 2,Beast,dialogue,constraint,0.9126,44,2,1,1,2,0,2,0,0
Blood Omen 2|565,Blood Omen 2,Beast,dialogue,model,0.0339,19,1,0,0,1,0,1,0,1
Blood Omen 2|568,Blood Omen 2,Beast,dialogue,model,0.0185,14,0,0,0,0,0,0,0,0
Blood Omen 2|591,Blood Omen 2,Builder,dialogue,model,0.0075,10,0,0,0,0,0,1,0,0
Blood Omen 2|593,Blood Omen 2,Builder,dialogue,model,0.1255,6,0,1,0,0,0,0,0,0
Blood Omen 2|595,Blood Omen 2,Builder,dialogue,model,0.0264,15,0,0,1,1,0,1,0,0
Blood Omen 2|597,Blood Omen 2,Builder,dialogue,constraint,0.9882,100,4,1,3,6,0,5,0,0
Blood Omen 2|599,Blood Omen 2,Builder,dialogue,constraint,NA,74,2,2,2,2,0,2,1,0
Blood Omen 2|601,Blood Omen 2,Builder,dialogue,constraint,NA,10,0,1,0,0,0,0,0,0
Blood Omen 2|603,Blood Omen 2,Builder,dialogue,model,0.0667,27,0,0,0,1,0,1,0,0
Blood Omen 2|605,Blood Omen 2,Builder,dialogue,constraint,0.9622,68,3,0,3,6,1,4,0,2
Blood Omen 2|629,Blood Omen 2,Beast,dialogue,model,0.0142,10,0,0,0,1,1,0,0,1
Blood Omen 2|631,Blood Omen 2,Beast,dialogue,model,0.0477,25,0,3,0,0,1,0,0,1
Blood Omen 2|633,Blood Omen 2,Beast,dialogue,model,0.061,26,0,0,0,1,0,1,0,0
Blood Omen 2|636,Blood Omen 2,Beast,dialogue,model,0.0032,6,0,0,0,0,0,0,0,0
Blood Omen 2|639,Blood Omen 2,Beast,dialogue,model,0.2249,51,1,1,1,1,0,1,0,1
Blood Omen 2|641,Blood Omen 2,Beast,dialogue,model,0.0355,20,1,2,1,2,1,0,0,1
Blood Omen 2|646,Blood Omen 2,Janos Audron,dialogue,model,0.0377,18,1,0,0,1,0,0,0,0
Blood Omen 2|648,Blood Omen 2,Janos Audron,dialogue,model,0.0492,25,1,1,1,2,0,0,0,0
Blood Omen 2|651,Blood Omen 2,Janos Audron,dialogue,model,0.3405,52,3,0,4,4,0,2,0,1
Blood Omen 2|653,Blood Omen 2,Janos Audron,dialogue,constraint,NA,87,3,2,1,3,2,1,0,4
Blood Omen 2|655,Blood Omen 2,Janos Audron,dialogue,constraint,NA,73,3,2,3,4,0,3,1,1
Blood Omen 2|658,Blood Omen 2,Janos Audron,dialogue,constraint,0.981,76,1,1,0,1,0,0,0,0
Blood Omen 2|660,Blood Omen 2,Janos Audron,dialogue,model,0.1176,32,0,0,0,0,0,0,0,0
Blood Omen 2|662,Blood Omen 2,Janos Audron,dialogue,constraint,0.8979,37,0,1,1,1,1,1,1,2
Blood Omen 2|664,Blood Omen 2,Janos Audron,dialogue,constraint,0.67490000000000006,20,0,0,0,0,0,0,0,0
Blood Omen 2|666,Blood Omen 2,Janos Audron,dialogue,constraint,0.7298,21,0,0,1,1,0,1,0,2
Blood Omen 2|668,Blood Omen 2,Janos Audron,dialogue,constraint,0.806,27,0,2,0,0,1,0,0,1
Blood Omen 2|670,Blood Omen 2,Umah,dialogue,model,0.0036,7,0,0,0,0,0,0,0,0
Blood Omen 2|671,Blood Omen 2,Vorador,dialogue,model,0.0081,3,0,0,0,0,0,0,0,0
Blood Omen 2|672,Blood Omen 2,Umah,dialogue,model,0.0467,23,0,0,0,0,0,0,0,0
Blood Omen 2|674,Blood Omen 2,Vorador,dialogue,model,0.0161,16,0,2,0,0,0,0,0,1
Blood Omen 2|675,Blood Omen 2,Janos Audron,dialogue,constraint,NA,11,0,1,0,1,0,1,0,0
Blood Omen 2|677,Blood Omen 2,Umah,dialogue,model,0.0097,6,0,0,0,0,0,0,0,0
Blood Omen 2|679,Blood Omen 2,Vorador,dialogue,model,0.0445,3,0,0,0,0,0,0,0,0
Blood Omen 2|681,Blood Omen 2,Vorador,dialogue,model,0.0219,3,0,0,0,0,0,0,0,0
Blood Omen 2|682,Blood Omen 2,Janos Audron,dialogue,constraint,NA,89,2,2,2,3,1,2,0,2
Blood Omen 2|683,Blood Omen 2,Vorador,dialogue,model,0.0438,5,0,0,0,0,0,0,0,0
Blood Omen 2|684,Blood Omen 2,Janos Audron,dialogue,constraint,0.9689,72,3,2,1,3,1,1,0,4
Blood Omen 2|686,Blood Omen 2,Vorador,dialogue,model,0.0037,7,0,0,0,0,0,0,0,0
Blood Omen 2|687,Blood Omen 2,Umah,dialogue,constraint,0.9481,55,0,2,0,1,2,1,2,3
Blood Omen 2|688,Blood Omen 2,Janos Audron,dialogue,model,0.2164,52,0,2,0,0,0,0,0,1
Blood Omen 2|690,Blood Omen 2,Umah,dialogue,model,0.0862,4,0,0,0,0,0,0,0,0
Blood Omen 2|691,Blood Omen 2,Vorador,dialogue,model,0.0043,6,0,0,0,0,0,0,0,0
Blood Omen 2|692,Blood Omen 2,Umah,dialogue,constraint,NA,14,0,1,0,0,1,0,1,1
Blood Omen 2|694,Blood Omen 2,Umah,dialogue,constraint,NA,19,0,0,0,0,0,0,1,0
Blood Omen 2|695,Blood Omen 2,Janos Audron,dialogue,model,0.0239,16,0,0,0,0,0,0,0,0
Blood Omen 2|696,Blood Omen 2,Vorador,dialogue,constraint,NA,16,1,2,0,1,1,0,0,0
Blood Omen 2|697,Blood Omen 2,Janos Audron,dialogue,model,0.0033,5,0,0,0,0,0,0,0,0
Blood Omen 2|700,Blood Omen 2,Umah,dialogue,constraint,NA,16,0,1,0,1,0,0,0,0
Blood Omen 2|702,Blood Omen 2,Umah,dialogue,constraint,0.6869,20,0,0,0,0,0,0,0,1
Blood Omen 2|704,Blood Omen 2,Umah,dialogue,constraint,NA,16,2,0,2,1,0,1,0,0
Blood Omen 2|706,Blood Omen 2,Umah,dialogue,model,0.0491,23,0,0,1,1,0,1,0,1
Blood Omen 2|708,Blood Omen 2,Umah,dialogue,model,0.025,2,0,0,0,0,0,0,0,0
Blood Omen 2|711,Blood Omen 2,Umah,dialogue,model,0.0773,4,2,0,1,1,0,0,0,0
Blood Omen 2|713,Blood Omen 2,Umah,dialogue,model,0.0386,2,0,0,0,0,0,0,0,0
Blood Omen 2|716,Blood Omen 2,Umah,dialogue,model,0.003,7,0,0,1,0,0,0,0,0
Blood Omen 2|718,Blood Omen 2,Umah,dialogue,constraint,NA,78,0,1,1,2,2,1,0,4
Blood Omen 2|720,Blood Omen 2,Umah,dialogue,model,0.1518,42,0,1,1,1,0,1,1,1
Blood Omen 2|722,Blood Omen 2,Umah,dialogue,constraint,0.7189,20,1,0,0,1,0,0,0,0
Blood Omen 2|739,Blood Omen 2,Umah,dialogue,model,0.0168,1,0,0,0,0,0,0,0,0
Blood Omen 2|741,Blood Omen 2,Umah,dialogue,model,0.089,2,0,1,0,0,0,0,0,0
Blood Omen 2|745,Blood Omen 2,Umah,dialogue,constraint,NA,12,1,0,0,1,0,0,0,0
Blood Omen 2|747,Blood Omen 2,Umah,dialogue,model,0.0518,3,1,0,1,1,0,1,0,0
Blood Omen 2|749,Blood Omen 2,Umah,dialogue,model,0.0072,9,0,0,0,0,1,0,0,1
Blood Omen 2|752,Blood Omen 2,Umah,dialogue,model,0.1715,6,0,0,0,0,0,0,0,0
Blood Omen 2|754,Blood Omen 2,Umah,dialogue,model,0.1187,7,0,0,0,0,0,0,0,0
Blood Omen 2|757,Blood Omen 2,Umah,dialogue,model,0.0086,1,0,0,0,0,0,0,0,0
Blood Omen 2|759,Blood Omen 2,Umah,dialogue,model,0.0168,1,0,0,0,0,0,0,0,0
Blood Omen 2|766,Blood Omen 2,Sarafan Lord,dialogue,model,0.0045,7,0,0,0,0,0,1,0,0
Blood Omen 2|768,Blood Omen 2,Sarafan Lord,dialogue,model,0.0361,16,1,2,1,1,0,1,1,0
Blood Omen 2|770,Blood Omen 2,Sarafan Lord,dialogue,constraint,NA,75,1,1,1,3,3,2,0,1
Blood Omen 2|772,Blood Omen 2,Sarafan Lord,dialogue,model,0.1608,6,1,0,0,1,0,1,0,0
Blood Omen 2|774,Blood Omen 2,Sarafan Lord,dialogue,constraint,0.8489,34,0,0,1,1,0,0,0,2
Blood Omen 2|811,Blood Omen 2,Vorador,dialogue,model,0.0309,20,0,1,0,0,0,0,0,0
Blood Omen 2|813,Blood Omen 2,Vorador,dialogue,model,0.0161,12,0,0,0,0,0,0,0,0
Blood Omen 2|816,Blood Omen 2,Janos Audron,dialogue,constraint,NA,11,0,0,0,0,0,0,0,1
Blood Omen 2|818,Blood Omen 2,Vorador,dialogue,model,0.1872,7,0,0,0,0,0,0,0,0
Blood Omen 2|820,Blood Omen 2,Vorador,dialogue,model,0.0078,10,0,0,0,0,0,1,0,0
Blood Omen 2|822,Blood Omen 2,Vorador,dialogue,model,0.0058,6,0,0,0,0,0,1,0,0
Blood Omen 2|824,Blood Omen 2,Vorador,dialogue,model,0.0017,3,0,0,0,0,0,0,0,0
Blood Omen 2|826,Blood Omen 2,Vorador,dialogue,model,0.0086,1,0,0,0,1,0,0,0,0
Blood Omen 2|828,Blood Omen 2,Vorador,dialogue,model,0.0072,7,0,0,0,0,0,0,0,1
Blood Omen 2|830,Blood Omen 2,Janos Audron,dialogue,constraint,NA,20,1,1,1,0,0,0,0,1
Blood Omen 2|833,Blood Omen 2,Sarafan Lord,dialogue,model,0.1255,6,0,0,0,0,0,1,0,0
Blood Omen 2|835,Blood Omen 2,Janos Audron,dialogue,model,0.189,48,1,0,0,0,0,0,0,1
Blood Omen 2|842,Blood Omen 2,Sarafan Lord,dialogue,model,0.0086,1,0,0,0,0,0,0,0,0
Blood Omen 2|844,Blood Omen 2,Sarafan Lord,dialogue,model,0.1032,28,1,3,0,0,0,0,1,2
Blood Omen 2|846,Blood Omen 2,Sarafan Lord,dialogue,model,0.1592,45,0,1,1,0,0,0,0,1
Blood Omen 2|848,Blood Omen 2,Sarafan Lord,dialogue,model,0.1892,45,0,2,0,1,1,0,0,4
Blood Omen 2|850,Blood Omen 2,Sarafan Lord,dialogue,model,0.1979,7,0,0,0,0,0,0,0,0
Blood Omen 2|853,Blood Omen 2,Sarafan Lord,dialogue,model,0.2429,58,4,4,1,1,2,1,0,2
Blood Omen 2|857,Blood Omen 2,Sarafan Lord,dialogue,model,0.036,3,0,0,0,0,0,0,0,0
Blood Omen 2|859,Blood Omen 2,Sarafan Lord,dialogue,model,1e-4,1,0,0,0,0,0,0,0,0
Blood Omen 2|860,Blood Omen 2,Janos Audron,dialogue,model,0.014,11,2,0,2,2,0,2,0,0
Blood Omen 2|861,Blood Omen 2,Sarafan Lord,dialogue,model,0.0755,27,2,2,2,3,2,1,2,2
Blood Omen 2|862,Blood Omen 2,Janos Audron,dialogue,model,0.0867,28,3,0,3,2,0,3,0,0
Blood Omen 2|863,Blood Omen 2,Sarafan Lord,dialogue,model,0.0366,16,2,0,1,2,1,2,0,1
Blood Omen 2|864,Blood Omen 2,Janos Audron,dialogue,model,0.0646,22,1,0,1,1,0,1,0,0
Blood Omen 2|865,Blood Omen 2,Sarafan Lord,dialogue,model,0.0424,19,1,0,1,0,0,1,0,1
Blood Omen 2|866,Blood Omen 2,Janos Audron,dialogue,model,0.0082,10,0,0,0,0,0,0,0,0
Blood Omen 2|868,Blood Omen 2,Sarafan Lord,dialogue,model,0.0093,9,0,0,0,0,0,0,0,0
Blood Omen 2|870,Blood Omen 2,Janos Audron,dialogue,model,0.0555,3,0,0,0,0,0,0,0,0
Blood Omen 2|872,Blood Omen 2,Sarafan Lord,dialogue,model,0.0238,15,3,2,2,3,0,3,0,0
Blood Omen 2|874,Blood Omen 2,Janos Audron,dialogue,model,0.0199,2,0,0,0,0,0,0,0,0
Blood Omen 2|875,Blood Omen 2,Sarafan Lord,dialogue,model,0.0029,6,0,0,0,0,0,0,0,0
Blood Omen 2|878,Blood Omen 2,Sarafan Lord,dialogue,model,0.0758,31,3,1,2,2,1,2,0,1
Defiance|10,Defiance,Moebius,dialogue,model,0.0663,24,0,3,0,0,0,0,0,0
Defiance|12,Defiance,Moebius,dialogue,model,0.0525,20,0,1,0,0,0,0,0,1
Defiance|14,Defiance,Moebius,dialogue,model,0.0415,20,0,0,1,0,0,0,0,0
Defiance|16,Defiance,Moebius,dialogue,model,0.1267,5,1,1,0,1,0,0,0,0
Defiance|17,Defiance,Moebius,dialogue,model,0.053900000000000003,23,1,0,1,1,1,0,1,1
Defiance|18,Defiance,Moebius,dialogue,constraint,NA,97,2,4,2,1,1,0,0,3
Defiance|19,Defiance,Moebius,dialogue,model,0.1066,36,0,1,0,1,0,1,1,2
Defiance|21,Defiance,Elder God,dialogue,model,0.2983,55,1,0,1,3,0,2,0,0
Defiance|22,Defiance,Elder God,dialogue,model,0.0037,7,1,0,1,1,0,0,0,0
Defiance|24,Defiance,Elder God,dialogue,model,0.2675,60,3,4,1,4,1,2,1,3
Defiance|26,Defiance,Elder God,dialogue,model,0.0248,18,0,0,0,1,0,0,0,0
Defiance|28,Defiance,Elder God,dialogue,model,0.1455,40,1,1,0,2,0,1,1,1
Defiance|29,Defiance,Elder God,dialogue,model,0.0312,17,1,2,1,1,1,1,2,1
Defiance|31,Defiance,Elder God,dialogue,model,0.0033,5,0,1,0,0,1,0,1,1
Defiance|32,Defiance,Elder God,dialogue,model,0.0337,20,1,2,1,1,2,0,2,3
Defiance|33,Defiance,Moebius,dialogue,model,0.0975,34,0,0,0,0,1,0,0,1
Defiance|35,Defiance,Moebius,dialogue,model,0.0195,15,0,0,0,2,0,2,0,0
Defiance|37,Defiance,Moebius,dialogue,model,0.0421,20,1,0,1,1,0,2,1,0
Defiance|39,Defiance,Moebius,dialogue,model,0.1055,34,0,1,1,0,0,1,0,0
Defiance|41,Defiance,Moebius,dialogue,model,0.176,45,2,2,2,3,0,3,1,0
Defiance|43,Defiance,Moebius,dialogue,model,0.334,10,0,0,0,0,0,0,0,0
Defiance|45,Defiance,Moebius,dialogue,model,0.1292,36,0,1,0,1,1,0,0,1
Defiance|47,Defiance,Moebius,dialogue,model,0.0553,24,1,1,0,0,0,0,0,1
Defiance|55,Defiance,Ariel,dialogue,model,0.1165,5,0,0,1,1,0,0,0,0
Defiance|57,Defiance,Ariel,dialogue,model,0.2173,8,0,1,0,0,0,0,0,0
Defiance|59,Defiance,Ariel,dialogue,model,0.058,26,0,2,1,1,1,0,0,2
Defiance|61,Defiance,Ariel,dialogue,model,0.1968,44,0,2,0,1,2,1,1,3
Defiance|63,Defiance,Ariel,dialogue,model,0.0026,6,0,0,0,0,0,0,0,0
Defiance|65,Defiance,Ariel,dialogue,model,0.2443,10,0,1,0,0,0,0,0,0
Defiance|67,Defiance,Ariel,dialogue,constraint,NA,12,0,1,0,0,1,0,0,1
Defiance|69,Defiance,Ariel,dialogue,model,0.004,7,2,0,2,2,0,1,0,0
Defiance|71,Defiance,Ariel,dialogue,model,0.0386,2,0,0,0,0,0,0,0,0
Defiance|73,Defiance,Ariel,dialogue,constraint,0.7598,26,2,1,1,3,1,2,1,1
Defiance|75,Defiance,Ariel,dialogue,model,0.0468,20,0,0,0,0,0,0,0,0
Defiance|79,Defiance,Vorador,dialogue,constraint,0.7606,23,2,0,3,1,0,2,0,0
Defiance|81,Defiance,Vorador,dialogue,model,0.0045,6,0,0,0,0,0,0,0,0
Defiance|84,Defiance,Vorador,dialogue,model,0.1985,5,0,0,0,0,0,0,0,0
Defiance|86,Defiance,Vorador,dialogue,constraint,NA,11,0,1,0,0,0,0,0,0
Defiance|88,Defiance,Vorador,dialogue,model,0.0147,13,0,0,0,0,0,0,0,0
Defiance|90,Defiance,Vorador,dialogue,constraint,0.8696,35,0,1,0,0,1,0,0,1
Defiance|92,Defiance,Vorador,dialogue,model,0.2689,52,1,1,0,2,0,0,1,0
Defiance|94,Defiance,Vorador,dialogue,model,0.0045,6,0,0,0,0,0,0,0,0
Defiance|96,Defiance,Vorador,dialogue,model,0.1479,5,0,0,0,0,0,0,0,0
Defiance|97,Defiance,Vorador,dialogue,constraint,0.7322,22,0,0,0,0,0,0,0,1
Defiance|99,Defiance,Vorador,dialogue,constraint,0.8163,25,0,0,0,0,0,0,0,0
Defiance|101,Defiance,Vorador,dialogue,constraint,NA,88,0,3,0,0,5,2,3,5
Defiance|102,Defiance,Vorador,dialogue,model,0.066,26,0,0,0,1,1,1,0,3
Defiance|103,Defiance,Vorador,dialogue,constraint,NA,11,0,0,0,0,0,0,0,0
Defiance|105,Defiance,Vorador,dialogue,model,0.1303,38,1,3,2,2,2,1,1,2
Defiance|109,Defiance,Elder God,dialogue,model,0.2417,7,0,0,0,0,0,0,0,0
Defiance|111,Defiance,Elder God,dialogue,model,0.0083,9,0,1,0,0,0,0,0,0
Defiance|113,Defiance,Elder God,dialogue,model,0.0999,36,0,2,1,1,0,0,0,2
Defiance|114,Defiance,Elder God,dialogue,constraint,0.7149,20,1,1,0,1,2,1,0,2
Defiance|115,Defiance,Elder God,dialogue,model,0.0033,5,0,0,0,0,0,0,0,0
Defiance|117,Defiance,Elder God,dialogue,model,0.0357,18,0,1,0,0,0,0,0,0
Defiance|119,Defiance,Elder God,dialogue,model,0.2237,50,0,2,0,0,0,0,0,0
Defiance|122,Defiance,Elder God,dialogue,model,0.0859,30,0,0,0,2,0,0,0,0
Defiance|124,Defiance,Elder God,dialogue,model,0.0013,4,0,0,0,0,0,0,0,0
Defiance|129,Defiance,Mortanius,dialogue,model,0.0028,5,0,0,0,0,0,0,0,0
Defiance|131,Defiance,Mortanius,dialogue,constraint,NA,10,0,0,0,0,0,0,0,0
Defiance|134,Defiance,Mortanius,dialogue,model,0.008,8,0,0,0,0,0,0,0,0
Defiance|136,Defiance,Mortanius,dialogue,constraint,NA,16,1,1,0,1,0,1,0,0
Defiance|163,Defiance,Mortanius,dialogue,model,0.0473,24,1,1,0,0,0,0,0,0
Defiance|165,Defiance,Mortanius,dialogue,model,0.0512,24,0,0,0,1,0,2,0,0
Defiance|167,Defiance,Mortanius,dialogue,model,0.1056,4,0,0,0,0,0,0,0,0
Defiance|168,Defiance,Mortanius,dialogue,model,0.0219,15,0,1,0,0,1,1,0,1
Defiance|170,Defiance,Mortanius,dialogue,model,0.0115,11,0,0,0,0,0,0,0,0
Defiance|172,Defiance,Mortanius,dialogue,model,0.0045,7,1,0,1,1,1,1,1,1
Defiance|174,Defiance,Mortanius,dialogue,constraint,NA,69,2,5,1,2,2,1,0,3
Defiance|176,Defiance,Mortanius,dialogue,constraint,0.9826,92,1,3,3,4,0,2,0,1
Defiance|178,Defiance,Mortanius,dialogue,model,0.0548,21,0,1,0,0,0,0,0,0
Defiance|180,Defiance,Mortanius,dialogue,constraint,NA,17,0,0,0,0,0,0,0,2
Defiance|181,Defiance,Mortanius,dialogue,model,0.1255,5,0,0,0,0,0,0,0,0
Defiance|223,Defiance,Moebius,dialogue,constraint,NA,16,0,1,0,0,1,0,1,1
Defiance|225,Defiance,Moebius,dialogue,model,0.0256,3,0,0,0,0,0,0,0,0
Defiance|226,Defiance,Moebius,dialogue,model,0.2901,8,0,0,0,0,0,0,0,0
